Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
26,Female,Single,,Manager,3,19389.0,49,23,11,0,4.0,3.0,3,80,No,1,33,8,2,2,3,3,3,No
52,Male,Married,IT,Manager,4,5150.0,79,1,4,5,1.0,5.0,2,15,Yes,9,35,5,4,3,3,6,4,No
59,Male,Divorced,Marketing,Manager,2,17144.0,57,1,5,6,2.0,3.0,3,54,Yes,2,54,12,4,2,4,49,4,No
58,Female,Married,,Manager,3,15458.0,82,3,7,8,2.0,3.0,3,37,Yes,7,36,19,3,1,3,47,2,No
37,Female,Divorced,Sales,Analyst,4,8808.0,76,18,4,1,1.0,5.0,4,42,No,7,48,9,2,2,1,47,3,No
59,Female,Divorced,HR,Manager,4,10892.0,45,3,12,5,4.0,4.0,3,7,No,4,57,11,2,1,2,27,2,No
20,Female,Married,IT,Manager,2,,42,3,13,5,4.0,,4,52,No,6,49,4,3,4,2,6,3,No
30,Male,Married,Finance,Executive,1,10154.0,25,27,14,0,2.0,4.0,3,60,No,2,54,4,2,3,1,8,4,No
47,Female,Married,Sales,Executive,5,10139.0,46,13,10,7,2.0,2.0,2,87,No,2,59,3,2,2,1,32,3,Yes
44,Female,Single,IT,Manager,4,18479.0,80,1,5,4,3.0,2.0,3,69,No,9,43,19,1,2,3,13,2,No
42,Female,Divorced,Marketing,Analyst,5,3177.0,74,13,6,1,3.0,,1,45,No,1,42,7,2,1,3,35,2,Yes
50,Female,Single,Sales,Executive,2,18488.0,65,22,6,4,3.0,,1,8,No,6,51,10,4,2,4,2,2,Yes
49,Female,Divorced,,Executive,2,13802.0,73,24,12,3,3.0,5.0,3,66,No,1,47,13,3,4,4,33,1,No
54,Male,Divorced,Sales,Manager,1,7513.0,91,5,12,6,2.0,4.0,1,99,Yes,6,55,15,4,1,3,16,3,No
26,Female,Single,IT,Analyst,3,,31,17,7,9,4.0,3.0,2,22,No,4,53,6,1,2,4,29,4,Yes
35,Male,Single,IT,Assistant,5,14581.0,82,11,10,7,1.0,1.0,3,30,Yes,5,59,16,3,2,2,37,2,No
45,Female,Divorced,HR,Analyst,4,10774.0,52,10,13,0,2.0,,3,33,No,4,48,16,2,3,3,44,3,No
21,Female,Married,IT,Executive,3,19625.0,78,27,3,0,1.0,4.0,2,34,Yes,5,32,17,1,2,2,10,3,No
20,Female,Married,Sales,Executive,5,12571.0,17,23,12,7,,3.0,3,47,Yes,3,34,5,1,4,4,32,4,No
31,Male,Married,HR,Executive,5,12788.0,68,27,8,3,4.0,3.0,3,80,No,6,54,8,3,2,4,31,3,No
24,Female,Married,IT,Executive,3,,90,15,5,7,4.0,2.0,4,20,No,1,39,15,3,3,1,13,3,No
56,Male,Divorced,IT,Executive,3,16749.0,58,13,1,6,1.0,1.0,2,66,No,2,36,7,2,4,4,38,2,Yes
51,Male,Married,Sales,Manager,1,16753.0,96,10,4,8,2.0,,1,37,Yes,6,44,18,2,3,1,16,4,No
28,Female,Married,IT,Manager,4,13196.0,44,9,11,6,,,3,52,No,9,53,5,4,4,1,26,3,No
54,Male,Married,Sales,Manager,4,4300.0,89,28,4,3,4.0,4.0,3,34,No,5,52,15,1,1,1,4,2,No
38,Female,Divorced,Marketing,Executive,4,10923.0,99,7,14,4,3.0,4.0,4,97,Yes,2,53,17,1,4,1,28,2,No
35,Female,Single,,Manager,3,9673.0,68,25,8,6,4.0,,3,13,Yes,5,53,12,4,1,2,15,4,No
22,Male,Married,Finance,Executive,1,14976.0,62,10,13,1,4.0,2.0,4,79,Yes,6,47,4,2,1,3,44,3,No
39,Female,Divorced,IT,Analyst,2,7287.0,49,9,10,2,2.0,3.0,4,57,Yes,2,43,9,4,3,1,38,3,No
43,Female,Divorced,Marketing,Assistant,1,17384.0,82,13,9,2,1.0,3.0,4,67,Yes,7,47,1,4,4,1,27,3,No
52,Male,Married,,Analyst,3,9237.0,40,16,3,8,1.0,3.0,4,72,Yes,8,38,7,2,1,4,28,2,No
43,Male,Single,Finance,Assistant,1,6805.0,86,2,12,1,1.0,,1,37,No,8,33,17,3,2,1,24,4,No
30,Male,Single,HR,Manager,3,5214.0,70,8,11,3,3.0,5.0,2,14,No,6,51,13,3,1,2,27,4,No
27,Male,Single,Finance,Assistant,5,,90,28,10,7,,4.0,2,53,Yes,4,44,5,3,4,2,23,1,No
55,Male,Divorced,Marketing,Analyst,5,,83,23,1,0,3.0,5.0,3,64,No,2,52,3,1,4,1,13,1,No
57,Male,Married,Marketing,Analyst,2,17925.0,94,28,11,8,3.0,5.0,2,9,Yes,1,30,7,1,4,1,4,2,Yes
59,Female,Married,Marketing,Assistant,5,5824.0,78,7,13,5,3.0,3.0,4,10,No,8,44,0,4,4,1,45,2,No
39,Male,Divorced,Finance,Analyst,2,5454.0,43,2,13,3,4.0,5.0,4,94,No,5,53,15,4,4,3,33,2,No
54,Male,Married,,Manager,4,15497.0,92,1,11,4,2.0,2.0,1,35,No,9,40,3,1,3,2,31,1,No
44,Female,Married,HR,Analyst,3,14575.0,73,4,8,6,2.0,5.0,1,97,Yes,8,30,10,2,3,3,2,2,No
54,Female,Single,Sales,Assistant,4,11168.0,39,23,9,7,4.0,1.0,3,56,No,2,55,16,2,1,3,27,1,No
44,Male,Married,Sales,Manager,4,5424.0,86,6,4,4,3.0,5.0,2,37,No,9,53,3,4,2,4,22,1,No
48,Male,Married,IT,Assistant,2,9183.0,41,26,5,6,4.0,4.0,1,80,Yes,4,43,15,2,4,3,11,1,No
37,Female,Divorced,HR,Executive,3,19469.0,36,2,4,2,4.0,,4,67,No,3,44,19,3,1,3,48,3,No
37,Male,Divorced,Finance,Executive,2,5016.0,85,7,4,1,4.0,5.0,4,36,No,9,46,12,4,1,3,28,2,Yes
21,Male,Single,IT,Manager,1,14678.0,61,10,11,1,1.0,4.0,1,17,Yes,2,31,11,3,2,3,34,2,Yes
54,Female,Divorced,IT,Manager,4,,90,27,13,9,2.0,2.0,1,38,Yes,6,47,6,3,3,2,25,1,No
35,Male,Single,Marketing,Analyst,3,15931.0,69,9,3,2,4.0,5.0,1,35,Yes,7,49,12,4,1,2,2,3,No
55,Female,Single,Finance,Assistant,4,12463.0,23,2,10,5,3.0,2.0,2,39,No,8,47,6,3,4,1,40,4,No
52,Male,Married,Sales,Executive,1,18002.0,68,26,4,9,,1.0,4,6,Yes,3,58,5,3,4,1,10,1,No
23,Female,Single,,Analyst,1,,78,15,9,0,3.0,,3,75,Yes,2,51,16,2,2,4,14,1,No
52,Female,Married,Sales,Executive,3,18203.0,53,27,7,2,3.0,5.0,2,18,Yes,2,42,13,2,3,4,3,1,No
33,Female,Single,Marketing,Analyst,3,9971.0,97,15,6,2,,2.0,3,36,No,2,36,6,1,2,2,9,2,No
40,Male,Divorced,Sales,Analyst,1,,22,21,12,1,2.0,4.0,1,7,No,7,30,17,1,3,3,32,3,No
39,Female,Divorced,,Executive,4,13157.0,41,16,9,0,4.0,1.0,1,73,Yes,4,31,0,2,2,2,30,2,No
27,Male,Divorced,Sales,Analyst,5,7156.0,83,27,11,0,,3.0,4,35,No,7,52,16,1,3,3,32,4,No
26,Female,Single,Sales,Executive,4,4530.0,47,2,13,0,3.0,4.0,4,70,No,6,48,19,1,2,4,3,1,No
22,Female,Single,HR,Manager,5,3774.0,99,17,12,7,4.0,1.0,1,91,No,4,58,4,1,2,3,17,1,Yes
36,Female,Married,Marketing,Assistant,2,10985.0,24,11,2,5,4.0,5.0,3,40,No,5,45,10,1,2,2,49,4,No
52,Male,Married,,Analyst,3,11307.0,30,23,4,8,,4.0,2,42,Yes,8,34,14,3,2,1,15,3,No
31,Male,Married,Finance,Executive,1,10342.0,25,18,9,2,2.0,2.0,1,81,No,6,31,12,2,1,4,22,4,No
41,Female,Married,Marketing,Executive,2,18364.0,33,22,8,6,4.0,,3,36,No,3,42,3,4,3,4,34,4,No
41,Male,Single,Sales,Assistant,4,16510.0,78,23,1,5,1.0,1.0,1,64,No,8,57,1,1,1,2,46,4,No
49,Male,Single,IT,Assistant,5,18590.0,66,1,9,8,1.0,5.0,4,53,No,7,48,6,3,1,2,13,1,No
57,Male,Married,,Assistant,3,11014.0,91,27,13,8,2.0,1.0,3,92,Yes,4,40,14,1,3,4,18,2,No
57,Female,Single,Finance,Analyst,5,3626.0,29,12,10,8,,3.0,2,85,Yes,2,55,9,2,3,2,22,4,No
27,Male,Single,Finance,Executive,4,8961.0,56,25,2,6,1.0,2.0,4,21,No,2,51,19,2,2,4,46,3,No
46,Female,Single,HR,Analyst,4,16624.0,97,6,1,8,4.0,5.0,1,46,No,2,44,12,1,1,1,15,3,No
46,Female,Single,,Analyst,1,15810.0,93,18,2,6,3.0,3.0,1,44,Yes,2,43,0,3,3,1,15,1,No
53,Female,Married,IT,Manager,2,17259.0,52,17,10,8,3.0,,2,87,Yes,8,52,9,2,2,3,8,1,No
40,Male,Married,Sales,Assistant,3,13613.0,63,17,11,1,4.0,5.0,1,24,Yes,5,33,3,2,3,2,47,3,No
49,Female,Single,IT,Manager,1,8867.0,91,2,6,1,4.0,,2,19,Yes,7,55,2,1,2,2,28,1,No
52,Male,Divorced,Sales,Manager,5,14023.0,98,28,2,6,4.0,1.0,2,29,No,7,42,2,2,1,3,48,4,Yes
47,Male,Married,Marketing,Analyst,2,12211.0,63,25,14,9,3.0,5.0,1,50,Yes,2,37,9,4,2,3,20,3,Yes
52,Female,Married,Finance,Analyst,3,5006.0,93,18,1,5,1.0,4.0,3,70,No,8,44,14,2,3,3,44,2,No
24,Female,Divorced,Finance,Executive,5,12754.0,85,15,5,5,3.0,2.0,2,2,No,6,31,12,2,2,1,39,4,No
38,Female,Married,HR,Manager,3,12033.0,69,1,14,4,4.0,2.0,1,69,Yes,8,49,14,1,4,1,16,4,No
23,Male,Divorced,Marketing,Assistant,3,5203.0,36,29,11,0,2.0,4.0,2,79,Yes,3,58,13,4,4,2,22,4,No
54,Male,Divorced,Marketing,Manager,2,18064.0,57,20,2,6,1.0,2.0,4,76,Yes,3,50,18,2,2,1,31,2,No
36,Female,Single,Sales,Executive,5,6197.0,64,14,11,1,2.0,5.0,3,6,Yes,3,32,1,4,4,2,14,4,No
47,Female,Married,Marketing,Manager,1,12901.0,98,13,4,7,3.0,3.0,3,28,Yes,9,33,6,4,3,4,44,2,No
49,Male,Divorced,HR,Manager,1,8666.0,33,25,11,9,1.0,1.0,2,54,Yes,6,34,11,4,4,3,26,3,No
48,Male,Single,Sales,Manager,1,12256.0,86,12,14,6,1.0,3.0,3,74,Yes,9,34,19,1,3,4,46,3,No
25,Female,Married,IT,Executive,3,15473.0,32,8,11,1,2.0,2.0,2,1,No,2,42,1,1,4,3,19,4,Yes
54,Male,Single,Sales,Manager,4,4718.0,24,7,11,1,2.0,4.0,4,87,Yes,9,49,2,3,2,3,15,3,No
56,Male,Single,IT,Analyst,2,14524.0,64,8,8,9,2.0,2.0,3,25,Yes,3,41,15,3,3,3,48,1,No
43,Male,Divorced,Sales,Manager,1,18765.0,63,18,10,7,2.0,,1,44,Yes,8,52,7,4,4,1,29,2,Yes
48,Male,Married,Finance,Analyst,2,5593.0,55,21,11,4,1.0,2.0,3,53,No,3,31,15,2,4,3,36,1,No
50,Male,Single,IT,Manager,3,3698.0,29,28,6,7,3.0,1.0,3,37,No,4,45,8,1,3,3,34,4,No
54,Male,Divorced,HR,Analyst,2,10568.0,37,15,8,0,2.0,2.0,2,8,Yes,9,50,18,3,3,4,24,3,Yes
52,Female,Divorced,IT,Manager,1,4225.0,90,28,5,8,4.0,2.0,1,99,No,4,32,17,4,2,3,14,3,No
40,Male,Single,IT,Assistant,1,16180.0,41,7,2,7,1.0,2.0,1,69,No,6,54,2,1,2,4,5,4,No
51,Female,Single,Sales,Analyst,3,5702.0,20,1,1,5,2.0,4.0,3,53,Yes,7,49,3,4,1,1,1,3,No
42,Female,Divorced,Finance,Assistant,3,5204.0,38,6,12,7,4.0,5.0,1,46,Yes,2,32,14,1,1,1,35,3,No
52,Male,Single,Sales,Analyst,5,5228.0,23,23,8,0,3.0,2.0,1,93,No,7,40,0,2,1,4,44,4,No
22,Female,Single,Sales,Manager,3,,88,16,1,7,3.0,2.0,3,77,No,4,35,17,2,1,3,29,1,Yes
37,Female,Married,Finance,Executive,4,,76,24,10,0,2.0,2.0,1,47,Yes,7,43,4,2,3,3,31,4,No
44,Female,Divorced,Sales,Manager,4,6099.0,81,21,9,3,4.0,1.0,3,77,Yes,3,54,19,2,4,3,25,2,No
50,Male,Single,Finance,Executive,1,16158.0,84,14,4,9,2.0,4.0,4,77,No,1,57,15,4,2,1,17,2,No
22,Female,Divorced,HR,Assistant,3,15899.0,92,8,6,2,,3.0,1,23,No,9,33,1,1,2,1,49,3,No
59,Male,Married,Finance,Executive,4,11793.0,56,10,6,2,1.0,,1,81,No,7,59,4,1,4,4,6,4,No
43,Female,Divorced,Marketing,Executive,4,,74,27,3,9,1.0,2.0,1,1,No,2,31,19,3,2,2,48,4,No
51,Female,Divorced,Finance,Executive,5,,97,17,1,8,,3.0,2,95,No,5,44,16,4,2,1,27,4,No
41,Female,Divorced,Finance,Executive,3,15098.0,62,15,6,7,2.0,3.0,4,89,Yes,4,37,19,1,4,1,13,2,No
42,Female,Married,Marketing,Assistant,5,3545.0,70,14,10,9,2.0,1.0,3,30,Yes,7,41,5,2,1,3,21,2,No
21,Male,Married,Finance,Executive,2,8932.0,19,20,5,7,3.0,1.0,1,20,Yes,2,43,16,2,1,4,10,2,No
46,Female,Divorced,IT,Manager,5,9203.0,93,29,4,6,3.0,3.0,1,92,No,8,56,11,4,2,1,44,1,Yes
21,Female,Divorced,Sales,Analyst,2,,68,11,9,7,4.0,2.0,3,77,No,7,47,19,3,4,1,40,1,Yes
45,Male,Married,Sales,Analyst,2,17240.0,52,6,13,7,2.0,5.0,4,63,Yes,3,58,10,3,4,2,34,4,No
36,Male,Single,HR,Manager,3,14462.0,33,4,4,9,1.0,2.0,4,48,Yes,6,43,17,2,4,1,46,3,No
59,Male,Married,HR,Assistant,2,6303.0,83,29,1,5,,,3,46,No,9,33,7,4,2,1,15,3,Yes
52,Female,Divorced,Marketing,Manager,2,14827.0,87,5,10,7,2.0,4.0,3,0,No,1,47,14,2,3,3,23,3,No
28,Male,Single,IT,Manager,5,6286.0,85,11,13,1,4.0,4.0,1,33,No,1,54,10,2,1,3,32,1,No
58,Male,Single,HR,Executive,3,10489.0,38,12,6,6,1.0,2.0,3,31,No,9,42,8,1,4,2,22,2,No
48,Male,Single,Sales,Executive,3,18767.0,94,11,13,2,,,2,62,Yes,1,46,2,4,3,3,42,4,No
45,Male,Married,HR,Assistant,2,4711.0,24,18,7,7,2.0,3.0,1,62,Yes,1,30,10,3,2,1,48,2,No
54,Male,Married,HR,Assistant,5,,99,7,1,4,3.0,3.0,1,51,Yes,2,45,8,1,2,1,30,2,No
44,Male,Married,Finance,Analyst,5,15915.0,35,25,9,4,1.0,2.0,3,38,No,3,36,5,2,4,2,27,4,No
43,Female,Married,HR,Assistant,5,5250.0,29,23,10,2,4.0,2.0,3,75,No,4,52,11,1,1,2,31,2,Yes
32,Male,Divorced,Marketing,Manager,5,18396.0,78,1,2,0,3.0,5.0,2,47,Yes,4,37,0,2,4,4,4,1,No
26,Female,Single,,Analyst,1,7383.0,27,16,7,1,4.0,,2,2,No,3,48,15,1,3,3,40,2,Yes
55,Male,Divorced,Marketing,Analyst,2,10451.0,85,18,11,1,3.0,2.0,1,13,Yes,8,43,12,4,3,1,34,2,Yes
39,Male,Married,,Executive,2,,54,12,8,6,2.0,5.0,1,85,Yes,4,49,18,3,2,3,25,3,No
20,Male,Married,IT,Executive,2,7677.0,22,11,8,1,,5.0,3,25,Yes,9,56,15,1,1,4,46,3,No
27,Female,Divorced,Finance,Analyst,3,6488.0,52,8,1,6,1.0,1.0,3,34,No,9,48,17,1,4,3,20,3,No
35,Male,Single,Marketing,Executive,3,,66,1,10,0,2.0,4.0,2,86,No,4,55,13,3,4,4,24,4,No
33,Male,Single,IT,Executive,5,,16,16,1,1,2.0,3.0,2,3,No,4,47,18,2,3,2,23,3,Yes
31,Male,Married,,Executive,3,14430.0,36,2,10,6,1.0,2.0,4,44,Yes,3,51,7,1,3,1,45,2,No
42,Male,Married,Sales,Analyst,4,9269.0,18,21,4,6,,1.0,4,25,Yes,4,58,11,3,3,1,6,1,No
34,Female,Married,IT,Analyst,2,15759.0,66,6,2,1,2.0,1.0,2,52,Yes,5,48,10,2,2,3,13,3,No
47,Female,Married,Marketing,Analyst,2,9042.0,21,17,10,9,2.0,5.0,3,63,No,2,43,4,2,2,1,5,4,No
53,Female,Single,Marketing,Manager,1,11812.0,15,17,12,6,,3.0,2,25,Yes,6,33,15,3,2,4,1,1,No
21,Female,Divorced,,Analyst,1,17705.0,97,2,4,8,4.0,1.0,3,89,No,7,46,18,3,4,4,33,3,No
51,Female,Single,Finance,Executive,4,9731.0,72,19,6,7,,4.0,3,93,Yes,2,40,5,3,1,2,8,1,No
42,Male,Divorced,Sales,Analyst,1,14539.0,76,9,3,5,,,2,28,Yes,8,53,8,1,2,3,42,4,No
41,Male,Married,Finance,Manager,5,19448.0,80,3,10,3,2.0,5.0,3,95,Yes,4,47,1,1,4,4,9,3,No
44,Male,Married,IT,Executive,5,6698.0,69,24,12,2,2.0,1.0,3,60,Yes,4,42,4,2,4,2,17,3,Yes
41,Female,Divorced,Sales,Assistant,2,3201.0,27,22,3,7,1.0,5.0,3,13,No,7,38,10,4,2,1,31,2,No
41,Male,Married,Marketing,Analyst,5,7237.0,42,10,11,2,3.0,,2,92,Yes,9,36,15,1,3,1,31,2,No
25,Female,Single,Sales,Analyst,1,19334.0,28,5,1,4,2.0,4.0,4,52,Yes,7,36,7,2,2,2,6,3,No
34,Male,Married,HR,Assistant,4,5864.0,17,9,12,2,4.0,2.0,3,58,No,5,30,1,2,1,3,44,4,No
56,Female,Married,Sales,Executive,5,9360.0,30,24,5,8,1.0,2.0,3,68,No,2,31,0,2,2,1,10,2,No
52,Male,Married,Finance,Analyst,2,18326.0,60,14,12,6,3.0,1.0,4,29,No,2,59,8,3,2,1,6,1,No
27,Male,Married,IT,Manager,2,18945.0,17,11,7,2,3.0,3.0,4,21,No,6,50,7,3,2,3,15,2,No
24,Male,Single,Marketing,Executive,1,8412.0,17,19,12,9,1.0,2.0,2,95,No,5,40,19,3,4,2,1,4,No
58,Male,Divorced,Marketing,Analyst,5,12349.0,55,23,11,6,4.0,1.0,4,80,No,9,32,16,4,2,3,24,4,No
23,Female,Married,Finance,Executive,1,9427.0,43,16,6,3,,2.0,3,93,No,5,37,12,2,3,2,8,3,No
25,Male,Married,Finance,Analyst,2,,54,14,12,0,1.0,,2,5,Yes,2,40,12,1,1,1,19,3,No
51,Male,Single,Finance,Assistant,4,3376.0,33,14,4,3,4.0,1.0,2,4,No,1,54,17,4,2,3,30,2,No
49,Male,Single,HR,Analyst,5,11397.0,34,4,6,9,1.0,1.0,4,40,Yes,6,33,19,3,2,1,44,1,Yes
54,Female,Single,IT,Executive,4,14916.0,35,8,3,7,3.0,,3,99,Yes,3,51,6,4,4,2,34,4,No
59,Male,Married,HR,Analyst,5,,34,7,3,5,2.0,4.0,3,85,Yes,6,54,6,4,2,3,44,1,No
35,Male,Divorced,Finance,Analyst,2,13249.0,61,3,7,0,3.0,1.0,1,46,No,9,50,8,4,4,3,29,2,No
32,Male,Single,IT,Executive,5,6663.0,58,23,9,0,1.0,1.0,1,22,No,6,52,12,3,3,4,2,2,No
49,Male,Single,Finance,Analyst,2,16478.0,16,22,1,3,4.0,,3,76,Yes,7,47,4,1,4,4,46,1,No
38,Male,Single,IT,Analyst,3,4060.0,57,22,4,5,1.0,4.0,4,52,Yes,1,33,18,1,3,3,20,4,Yes
36,Female,Divorced,Marketing,Executive,2,18701.0,71,14,12,3,2.0,,2,39,No,6,54,9,2,3,4,8,2,No
38,Female,Married,HR,Assistant,2,8124.0,33,11,14,8,1.0,3.0,2,60,No,6,55,9,1,3,1,15,4,No
47,Female,Married,Finance,Manager,5,12081.0,78,26,10,1,,3.0,4,79,No,1,44,14,1,3,3,22,1,No
45,Male,Married,Finance,Manager,4,15690.0,60,19,5,5,3.0,4.0,4,13,No,2,47,18,1,1,2,2,4,No
56,Female,Single,Sales,Manager,2,3810.0,55,4,2,6,,3.0,1,21,No,6,49,19,1,2,1,23,1,No
45,Male,Married,Marketing,Manager,5,12250.0,81,29,10,3,1.0,4.0,2,67,Yes,3,38,13,2,2,2,17,1,No
42,Male,Single,,Manager,2,13038.0,28,4,12,4,2.0,5.0,4,80,No,3,38,17,1,2,3,13,3,Yes
28,Male,Divorced,HR,Manager,1,7412.0,34,22,11,4,,5.0,1,2,No,2,44,17,4,3,4,10,4,Yes
31,Male,Divorced,Marketing,Executive,1,7398.0,49,29,3,1,4.0,1.0,2,66,No,4,35,13,2,1,4,42,4,No
20,Female,Married,,Executive,1,12317.0,39,25,5,4,4.0,1.0,3,72,No,1,35,14,1,2,1,29,2,No
20,Female,Single,HR,Executive,1,3657.0,18,21,8,9,3.0,4.0,4,37,Yes,1,31,18,4,2,2,17,3,Yes
53,Female,Single,Sales,Analyst,4,3052.0,71,8,3,4,3.0,4.0,2,6,Yes,8,59,15,2,1,2,11,3,No
51,Male,Married,,Assistant,2,15632.0,16,21,12,4,4.0,3.0,2,12,Yes,8,41,2,2,2,2,32,3,No
44,Female,Divorced,HR,Assistant,1,,80,15,14,3,1.0,1.0,2,95,No,9,48,3,2,3,1,45,4,Yes
59,Female,Divorced,Marketing,Manager,5,11402.0,35,16,3,9,1.0,,1,54,Yes,8,59,0,3,1,2,5,2,Yes
20,Male,Divorced,HR,Manager,1,3775.0,66,22,6,3,,2.0,1,1,No,2,46,6,1,3,1,41,1,No
35,Female,Divorced,HR,Executive,3,12106.0,89,22,8,6,3.0,,2,36,Yes,2,54,4,2,1,1,6,4,No
58,Male,Divorced,Sales,Assistant,3,15470.0,92,4,1,5,4.0,1.0,3,76,No,2,45,16,1,4,4,9,3,No
24,Female,Married,Sales,Analyst,4,3505.0,95,10,7,7,1.0,1.0,3,92,No,7,42,19,2,3,2,24,4,Yes
41,Female,Married,Sales,Analyst,3,6298.0,29,26,13,0,4.0,3.0,3,76,Yes,3,31,6,2,1,3,6,4,No
48,Female,Married,Finance,Executive,5,13429.0,60,5,7,9,2.0,5.0,4,49,No,6,51,1,1,3,2,1,2,No
22,Male,Divorced,Finance,Manager,1,18957.0,45,4,3,1,4.0,,1,19,Yes,5,58,9,2,4,4,28,1,No
31,Female,Divorced,IT,Assistant,3,14105.0,76,2,3,1,2.0,4.0,3,48,Yes,5,33,16,4,4,3,45,4,No
45,Female,Married,Finance,Analyst,3,19148.0,48,18,9,1,3.0,,1,10,Yes,4,39,9,2,2,3,33,2,Yes
35,Female,Married,Marketing,Manager,4,19644.0,50,8,10,2,1.0,5.0,2,49,No,6,48,9,3,3,2,41,3,Yes
56,Female,Divorced,,Assistant,3,4951.0,58,15,12,5,1.0,4.0,1,40,Yes,3,57,8,3,4,1,19,4,Yes
41,Male,Single,Sales,Analyst,1,5370.0,77,4,11,2,1.0,5.0,4,72,Yes,7,55,14,3,1,2,33,2,No
48,Male,Married,HR,Manager,2,,91,13,14,6,3.0,5.0,3,3,No,5,55,13,3,4,1,35,2,Yes
33,Female,Divorced,Sales,Analyst,1,,32,14,1,2,2.0,3.0,2,42,Yes,6,43,15,4,3,4,6,1,Yes
47,Female,Divorced,HR,Manager,3,11279.0,95,9,1,5,1.0,4.0,4,78,No,1,34,8,4,4,3,40,2,No
24,Female,Married,Sales,Manager,3,14581.0,59,28,2,1,3.0,,2,99,No,9,56,0,1,2,3,35,4,No
49,Male,Single,Sales,Manager,3,5734.0,53,6,6,1,1.0,5.0,2,30,No,2,40,19,4,4,3,20,2,No
24,Female,Divorced,Marketing,Assistant,4,5256.0,40,12,14,2,1.0,3.0,4,1,Yes,5,41,6,1,2,4,8,4,Yes
31,Female,Married,HR,Executive,5,5969.0,92,28,8,7,3.0,4.0,2,11,No,9,38,3,4,2,1,47,3,No
35,Male,Divorced,IT,Manager,1,18977.0,89,13,11,8,1.0,2.0,4,84,Yes,5,34,8,1,3,4,43,3,No
45,Male,Divorced,IT,Manager,3,13502.0,38,21,10,1,1.0,,3,29,No,8,44,1,2,4,1,20,4,No
45,Male,Divorced,Sales,Analyst,2,,72,23,13,6,4.0,,2,43,Yes,3,51,14,3,2,1,13,1,No
40,Female,Divorced,Sales,Analyst,4,,64,6,1,0,4.0,3.0,4,86,Yes,5,34,17,1,1,3,7,4,No
58,Male,Single,Marketing,Assistant,5,14760.0,86,20,12,3,2.0,3.0,1,74,Yes,9,38,6,4,2,2,43,2,Yes
55,Male,Married,HR,Executive,3,6969.0,53,26,1,5,3.0,3.0,2,35,Yes,9,44,19,3,1,2,16,4,No
52,Female,Married,Sales,Analyst,1,13909.0,86,25,2,6,4.0,,4,24,Yes,8,52,11,2,3,3,33,3,No
49,Male,Married,IT,Assistant,2,10920.0,45,22,12,2,4.0,2.0,1,70,No,6,34,8,4,2,3,26,1,Yes
56,Female,Married,HR,Assistant,4,4488.0,97,19,7,2,1.0,1.0,2,49,Yes,3,54,15,3,3,1,21,2,Yes
42,Female,Married,Sales,Assistant,1,13259.0,50,20,4,4,4.0,,4,71,Yes,6,41,11,3,3,2,11,3,Yes
29,Male,Single,HR,Manager,1,13807.0,53,20,1,2,2.0,,4,21,No,9,52,10,3,1,4,47,4,Yes
24,Female,Divorced,Marketing,Executive,4,14209.0,35,8,8,8,1.0,2.0,3,35,Yes,2,47,2,4,2,2,44,3,No
55,Male,Divorced,,Executive,1,,37,5,4,1,1.0,,2,2,Yes,5,53,17,1,2,4,6,3,No
53,Male,Married,HR,Executive,2,,68,8,7,9,2.0,,1,77,Yes,9,36,15,1,2,1,23,1,No
50,Male,Divorced,,Manager,2,19654.0,50,13,11,6,1.0,1.0,3,26,Yes,8,47,13,2,4,3,25,4,No
29,Female,Divorced,Sales,Manager,1,19047.0,29,27,8,6,2.0,3.0,3,99,Yes,3,32,18,3,3,3,47,4,No
38,Male,Divorced,Finance,Analyst,3,12788.0,16,24,1,2,2.0,1.0,4,89,No,2,58,0,4,2,4,16,3,No
51,Female,Married,HR,Analyst,1,14718.0,90,22,2,7,2.0,3.0,3,6,No,3,53,9,1,3,4,26,4,No
20,Female,Married,IT,Analyst,3,15571.0,84,13,13,2,4.0,3.0,4,36,No,7,42,9,4,3,2,26,3,No
24,Female,Single,HR,Assistant,1,19749.0,52,5,2,4,1.0,3.0,3,54,No,8,50,10,3,1,3,5,1,No
23,Male,Married,Sales,Executive,5,13723.0,79,14,11,0,3.0,4.0,4,43,No,7,47,4,3,3,1,10,1,No
35,Female,Single,Sales,Manager,2,3783.0,64,18,5,9,4.0,3.0,4,71,No,7,39,3,1,1,1,12,3,Yes
43,Female,Married,IT,Analyst,1,,15,15,5,3,3.0,2.0,4,59,No,8,36,7,1,4,2,20,2,Yes
35,Male,Divorced,Marketing,Assistant,2,10138.0,35,1,6,1,1.0,5.0,4,58,No,8,47,7,3,2,4,5,3,Yes
21,Male,Single,HR,Manager,4,10159.0,71,7,2,4,2.0,5.0,3,51,Yes,5,48,19,2,4,2,24,2,No
47,Female,Single,HR,Assistant,5,8485.0,33,10,8,3,3.0,3.0,1,3,Yes,7,30,0,2,1,1,10,2,No
